"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,Datetime
Djibouti,15611,0,189,0,15411,0,11,0,15395,186,303924,299713,1014049,Africa,65,5365,3,0.0,0.0,11.0,2022-04-25
CAR,14649,0,113,0,6859,0,7677,2,2940,23,81294,16318,4982002,Africa,340,44089,61,0.0,0.0,1541.0,2022-04-25
Grenada,14428,0,220,0,13945,0,263,4,127155,1939,148567,1309330,113468,North America,8,516,1,0.0,0.0,2318.0,2022-04-25
Solomon Islands,14182,0,140,0,12763,0,1279,2,19768,195,5117,7133,717413,Australia/Oceania,51,5124,140,0.0,0.0,1783.0,2022-04-25
Bermuda,13143,0,131,0,12719,0,293,0,212460,2118,866313,14004187,61861,North America,5,472,0,0.0,0.0,4736.0,2022-04-25
Dominica,12011,0,63,0,11926,0,22,0,166104,871,187690,2595630,72310,North America,6,1148,0,0.0,0.0,304.0,2022-04-25
Gambia,11995,0,365,0,11591,0,39,0,4723,144,155686,61301,2539702,Africa,212,6958,16,0.0,0.0,15.0,2022-04-25
Greenland,11971,0,21,0,2761,0,9189,4,210206,369,164926,2896030,56949,North America,5,2712,0,0.0,0.0,161355.0,2022-04-25
Yemen,11818,0,2149,0,9009,0,660,23,381,69,265253,8552,31016634,Asia,2625,14433,117,0.0,0.0,21.0,2022-04-25
Monaco,11632,27,54,0,11464,68,114,4,292658,1359,54960,1382781,39746,Europe,3,736,1,679.0,0.0,2868.0,2022-04-25
Saint Martin,10279,0,63,0,1399,0,8817,7,257871,1580,112382,2819347,39861,North America,4,633,0,0.0,0.0,221194.0,2022-04-25
Sint Maarten,10018,16,86,0,9859,9,73,10,228936,1965,62056,1418131,43759,North America,4,509,1,366.0,0.0,1668.0,2022-04-25
Tonga,9799,102,11,0,8427,121,1361,0,90843,102,408213,3784410,107867,Australia/Oceania,11,9806,0,946.0,0.0,12617.0,2022-04-25
Eritrea,9733,0,103,0,9629,0,1,0,2677,28,23693,6517,3635414,Africa,374,35295,153,0.0,0.0,0.3,2022-04-25
Caribbean Netherlands,9711,119,34,0,9579,187,98,0,364185,1275,30126,1129796,26665,North America,3,784,1,4463.0,0.0,3675.0,2022-04-25
Niger,8916,2,309,0,8508,0,99,1,346,12,249437,9670,25794115,Africa,2893,83476,103,0.08,0.0,4.0,2022-04-25
Guinea-Bissau,8186,1,171,0,7528,13,487,6,3989,83,133360,64981,2052305,Africa,251,12002,15,0.5,0.0,237.0,2022-04-25
Comoros,8100,0,160,0,7933,0,7,0,8968,177,0,0,903178,Africa,112,5645,0,0.0,0.0,8.0,2022-04-25
Sierra Leone,7681,0,125,0,0,0,0,0,929,15,259958,31430,8271035,Africa,1077,66168,32,0.0,0.0,331.0,2022-04-25
Antigua and Barbuda,7571,0,135,0,7402,0,34,1,76168,1358,18901,190153,99399,North America,13,736,5,0.0,0.0,342.0,2022-04-25
Liberia,7432,0,294,0,5747,0,1391,2,1409,56,139824,26516,5273137,Africa,710,17936,38,0.0,0.0,264.0,2022-04-25
Chad,7411,15,193,0,4874,0,2344,0,429,11,191341,11073,17279986,Africa,2332,89534,90,0.9,0.0,136.0,2022-04-25
Samoa,7185,0,13,0,1605,0,5567,3,35781,65,53893,268385,200805,Australia/Oceania,28,15447,4,0.0,0.0,27723.0,2022-04-25
Vanuatu,6864,9,13,1,6405,21,446,5,21440,41,24976,78012,320154,Australia/Oceania,47,24627,13,28.0,3.0,1393.0,2022-04-25
St. Vincent Grenadines,6779,0,106,0,6641,0,32,0,60755,950,98860,886009,111579,North America,16,1053,1,0.0,0.0,287.0,2022-04-25
British Virgin Islands,6296,0,62,0,0,0,0,1,205779,2026,102862,3361943,30596,North America,5,493,0,0.0,0.0,3105.0,2022-04-25
Sao Tome and Principe,5957,4,73,0,5880,5,4,0,26296,322,29036,128173,226537,Africa,38,3103,8,18.0,0.0,18.0,2022-04-25
Turks and Caicos,5941,0,36,0,5862,0,43,4,149772,908,478593,12065268,39667,North America,7,1102,0,0.0,0.0,1084.0,2022-04-25
Saint Kitts and Nevis,5562,1,43,0,5518,1,1,0,103227,798,65141,1208979,53881,North America,10,1253,1,19.0,0.0,19.0,2022-04-25
Cook Islands,4727,0,1,1,3990,0,736,0,268686,57,15740,894674,17593,Australia/Oceania,4,17593,1,0.0,57.0,41835.0,2022-04-25
St. Barth,4432,0,6,0,0,0,0,0,446234,604,78646,7918445,9932,North America,2,1655,0,0.0,0.0,399114.0,2022-04-25
Palau,4396,0,6,0,3879,0,511,1,240877,329,45500,2493151,18250,Australia/Oceania,4,3042,0,0.0,0.0,28000.0,2022-04-25
Kiribati,3080,4,13,0,2599,2,468,3,25087,106,0,0,122772,Australia/Oceania,40,9444,0,33.0,0.0,3812.0,2022-04-25
Anguilla,2731,0,9,0,2716,0,6,4,179129,590,51382,3370195,15246,North America,6,1694,0,0.0,0.0,394.0,2022-04-25
Saint Pierre Miquelon,2641,0,1,0,2449,0,191,1,459864,174,22941,3994602,5743,North America,2,5743,0,0.0,0.0,33258.0,2022-04-25
Diamond Princess,712,0,13,0,699,0,0,0,0,0,0,0,0,,0,0,0,0.0,0.0,0.0,2022-04-25
Wallis and Futuna,454,0,7,0,438,0,9,0,41720,643,20508,1884580,10882,Australia/Oceania,24,1555,1,0.0,0.0,827.0,2022-04-25
Montserrat,207,18,2,0,174,0,31,0,41425,400,9716,1944367,4997,North America,24,2499,1,3602.0,0.0,6204.0,2022-04-25
Falkland Islands,128,0,0,0,0,0,0,0,34934,0,8632,2355895,3664,South America,29,0,0,0.0,0.0,1092.0,2022-04-25
Macao,82,0,0,0,82,0,0,0,123,0,5375,8078,665384,Asia,8114,0,124,0.0,0.0,0.0,2022-04-25
Vatican City,29,0,0,0,29,0,0,0,36025,0,0,0,805,Europe,28,0,0,0.0,0.0,0.0,2022-04-25
Marshall Islands,17,2,0,0,7,0,10,0,284,0,0,0,59914,Australia/Oceania,3524,0,0,33.0,0.0,167.0,2022-04-25
Western Sahara,10,0,1,0,9,0,0,0,16,2,0,0,623956,Africa,62396,623956,0,0.0,0.0,0.0,2022-04-25
MS Zaandam,9,0,2,0,7,0,0,0,0,0,0,0,0,,0,0,0,0.0,0.0,0.0,2022-04-25
Niue,8,0,0,0,7,0,1,0,4860,0,0,0,1646,Australia/Oceania,206,0,0,0.0,0.0,608.0,2022-04-25
Micronesia,3,2,0,0,1,0,2,0,26,0,0,0,117209,Australia/Oceania,39070,0,0,17.0,0.0,17.0,2022-04-25
Nauru,3,0,0,0,3,0,0,0,274,0,0,0,10947,Australia/Oceania,3649,0,0,0.0,0.0,0.0,2022-04-25
Saint Helena,2,0,0,0,2,0,0,0,327,0,0,0,6110,Africa,3055,0,0,0.0,0.0,0.0,2022-04-25
China,205257,1923,4828,52,171703,2323,28726,341,143,3,160000000,111163,1439323776,Asia,7012,298120,9,1.0,0.04,20.0,2022-04-26
USA,82830509,52013,1019463,356,80549868,41054,1261178,1457,247604,3047,1002337197,2996276,334527637,North America,4,328,0,155.0,1.0,3770.0,2022-04-26
India,43065666,3569,523654,151,42525563,2252,16449,698,30660,373,835974079,595150,1404643348,Asia,33,2682,2,3.0,0.1,12.0,2022-04-26
Brazil,30378061,22142,662941,164,29411813,0,303307,8318,141094,3079,63776166,296215,215303429,South America,7,325,3,103.0,0.8,1409.0,2022-04-26
France,28415413,97498,145427,170,26245214,161753,2024772,1677,433586,2219,266484045,4066235,65535813,Europe,2,451,0,1488.0,3.0,30896.0,2022-04-26
Germany,24363379,135699,135124,307,21665200,240000,2563055,1980,289109,1603,122332384,1451664,84270469,Europe,3,624,1,1610.0,4.0,30415.0,2022-04-26
UK,22002866,15985,174144,451,21028336,73261,800386,321,321052,2541,516236032,7532594,68533636,Europe,3,394,0,233.0,7.0,11679.0,2022-04-26
Russia,18151895,7107,375237,176,17495382,11899,281276,2300,124287,2569,273400000,1871986,146048100,Europe,8,389,1,49.0,1.0,1926.0,2022-04-26
S. Korea,17009865,80301,22325,82,0,0,0,613,331258,435,15804065,307776,51349313,Asia,3,2300,3,1564.0,2.0,311942.0,2022-04-26
Italy,16191814,30066,162927,146,14793420,37462,1235467,409,268519,2702,212013319,3515953,60300379,Europe,4,370,0,499.0,2.0,20489.0,2022-04-26
Turkey,15023662,2511,98720,14,14903420,14425,21522,975,174720,1148,158505155,1843359,85987121,Asia,6,871,1,29.0,0.2,250.0,2022-04-26
Spain,11833457,11856,104227,79,11347449,24219,381781,339,252918,2228,471036328,10067532,46787665,Europe,4,449,0,253.0,2.0,8160.0,2022-04-26
Vietnam,10623512,8434,43029,8,9116225,23465,1464258,620,107385,435,85792898,867216,98929083,Asia,9,2299,1,85.0,0.08,14801.0,2022-04-26
Argentina,9072230,0,128542,0,8895999,0,47689,372,197442,2797,35716069,777299,45948930,South America,5,357,1,0.0,0.0,1038.0,2022-04-26
Netherlands,8042469,1896,22234,6,7731657,25013,288578,77,467484,1292,21107399,1226909,17203724,Europe,2,774,1,110.0,0.3,16774.0,2022-04-26
Japan,7688507,28495,29344,36,7223164,44416,435999,200,61130,233,46888808,372804,125773392,Asia,16,4286,3,227.0,0.3,3467.0,2022-04-26
Iran,7218424,1307,141024,28,6972286,2816,105114,997,83989,1641,50914586,592408,85945161,Asia,12,609,2,15.0,0.3,1223.0,2022-04-26
Colombia,6091753,202,139783,3,5925390,350,26580,342,117448,2695,34407374,663367,51867774,South America,9,371,2,4.0,0.06,512.0,2022-04-26
Indonesia,6045043,576,156163,30,5879141,4058,9739,2771,21684,560,95155820,341334,278776055,Asia,46,1785,3,2.0,0.1,35.0,2022-04-26
Poland,5992820,1356,115977,29,5334439,59,542404,1588,158661,3071,36049225,954407,37771338,Europe,6,326,1,36.0,0.8,14360.0,2022-04-26
Australia,5756477,36350,7069,67,5402976,49943,346432,141,221087,271,68924815,2647171,26037162,Australia/Oceania,5,3683,0,1396.0,3.0,13305.0,2022-04-26
Mexico,5733925,140,324134,5,5034909,482,374882,4798,43640,2467,15767876,120006,131392727,North America,23,405,8,1.0,0.04,2853.0,2022-04-26
Ukraine,4999172,655,108343,14,0,0,0,177,115570,2505,19521252,451289,43256693,Europe,9,399,2,15.0,0.3,19253.0,2022-04-26
Malaysia,4436912,3361,35520,13,4339521,9484,61871,101,133969,1072,58469707,1765442,33119023,Asia,7,932,1,101.0,0.4,1868.0,2022-04-26
Thailand,4194684,13816,28022,120,3999541,21072,167121,1496,59823,400,17270775,246310,70118054,Asia,17,2502,4,197.0,2.0,2383.0,2022-04-26
Austria,4114558,5588,18076,22,4008005,9227,88477,111,452163,1986,182179543,20020339,9099723,Europe,2,503,0,614.0,2.0,9723.0,2022-04-26
Israel,4066021,3743,10694,21,4026872,4259,28455,220,435988,1147,41373364,4436346,9326000,Asia,2,872,0,401.0,2.0,3051.0,2022-04-26
Belgium,4036113,0,31382,0,3759930,20016,244801,156,345521,2687,33531891,2870580,11681224,Europe,3,372,0,0.0,0.0,20957.0,2022-04-26
Czechia,3898416,2255,40112,10,3841800,1095,16504,39,362810,3733,55140253,5131684,10745061,Europe,3,268,0,210.0,0.9,1536.0,2022-04-26
Portugal,3791744,0,22162,0,0,0,0,61,373839,2185,41060137,4048237,10142721,Europe,3,458,0,0.0,0.0,88083.0,2022-04-26
South Africa,3769927,5062,100348,15,3635429,983,34150,175,62142,1654,24370285,401709,60666562,Africa,16,605,2,83.0,0.2,563.0,2022-04-26
Canada,3714127,7240,38901,54,3440493,8549,234733,471,96866,1015,60712755,1583407,38343111,North America,10,986,1,189.0,1.0,6122.0,2022-04-26
Philippines,3684834,122,60195,1,3613060,1181,11579,289,32833,536,29468174,262571,112229517,Asia,30,1864,4,1.0,0.01,103.0,2022-04-26
Switzerland,3602489,2308,13836,1,3419641,24263,169012,87,410795,1578,20767523,2368136,8769564,Europe,2,634,0,263.0,0.1,19273.0,2022-04-26
Peru,3562300,623,212769,8,0,0,0,350,105375,6294,29702409,878617,33805871,South America,9,159,1,18.0,0.2,48183.0,2022-04-26
Chile,3549327,1350,57387,11,3393221,7578,98719,266,182821,2956,36810584,1896065,19414199,South America,5,338,1,70.0,0.6,5085.0,2022-04-26
Greece,3290895,4925,28976,43,3187323,9242,74596,267,318558,2805,79073823,7654324,10330608,Europe,3,357,0,477.0,4.0,7221.0,2022-04-26
Denmark,2962238,1356,6116,11,2934893,2490,21229,13,508168,1049,127172757,21816334,5829245,Europe,2,953,0,233.0,2.0,3642.0,2022-04-26
Romania,2889363,724,65430,2,2606660,0,217273,224,152034,3443,22615426,1189993,19004679,Europe,7,290,1,38.0,0.1,11433.0,2022-04-26
Sweden,2498388,0,18656,0,2465572,0,14160,19,244613,1827,18493218,1810641,10213629,Europe,4,547,1,0.0,0.0,1386.0,2022-04-26
Iraq,2324531,147,25208,1,2296824,276,2499,20,55530,602,18462168,441036,41860954,Asia,18,1661,2,4.0,0.02,60.0,2022-04-26
Serbia,2003334,981,15969,9,1971796,2664,15569,27,230973,1841,9450942,1089639,8673465,Europe,4,543,1,113.0,1.0,1795.0,2022-04-26
Bangladesh,1952602,19,29127,0,1894123,364,29352,1297,11646,174,13973221,83338,167669010,Asia,86,5756,12,0.1,0.0,175.0,2022-04-26
Hungary,1895677,1399,46133,32,1792616,4425,56928,37,197142,4798,11317807,1177000,9615808,Europe,5,208,1,145.0,3.0,5920.0,2022-04-26
Slovakia,1776576,1398,19862,10,1734727,3001,21987,76,325116,3635,7067460,1293354,5464444,Europe,3,275,1,256.0,2.0,4024.0,2022-04-26
Jordan,1694216,0,14048,0,1678941,0,1227,124,163108,1352,16670254,1604903,10387079,Asia,6,739,1,0.0,0.0,118.0,2022-04-26
Georgia,1654375,62,16800,0,1636108,104,1467,0,416168,4226,16816024,4230167,3975262,Asia,2,237,0,16.0,0.0,369.0,2022-04-26
Pakistan,1528061,105,30369,0,1494141,0,3551,142,6682,133,28083290,122806,228679239,Asia,150,7530,8,0.5,0.0,16.0,2022-04-26
Ireland,1514035,1223,7028,12,1430598,6920,76409,33,300526,1395,12041339,2390128,5037948,Europe,3,717,0,243.0,2.0,15167.0,2022-04-26
Norway,1424672,492,2932,7,0,0,0,20,259115,533,11002430,2001088,5498225,Europe,4,1875,0,89.0,1.0,242403.0,2022-04-26
Kazakhstan,1305473,8,13660,0,1291009,12,804,24,68048,712,11575012,603350,19184557,Asia,15,1404,2,0.4,0.0,42.0,2022-04-26
Hong Kong,1202638,347,9274,7,0,0,0,115,158087,1219,44972952,5911708,7607438,Asia,6,820,0,46.0,0.9,155129.0,2022-04-26
Singapore,1187914,3688,1333,2,1117944,2115,68637,7,200191,225,23712995,3996191,5933900,Asia,5,4452,0,622.0,0.3,11567.0,2022-04-26
Morocco,1164774,57,16066,0,1148310,38,398,293,30892,426,11237010,298024,37705022,Africa,32,2347,3,2.0,0.0,11.0,2022-04-26
Bulgaria,1154646,1140,36879,23,965243,4957,152524,102,168476,5381,9815490,1432191,6853476,Europe,6,186,1,166.0,3.0,22255.0,2022-04-26
Croatia,1118526,704,15801,11,1098596,484,4129,24,275547,3893,4770929,1175308,4059300,Europe,4,257,1,173.0,3.0,1017.0,2022-04-26
Cuba,1102164,196,8525,0,1092521,322,1118,23,97415,753,12920253,1141964,11314061,North America,10,1327,1,17.0,0.0,99.0,2022-04-26
Lebanon,1096530,68,10380,2,1080401,946,5749,186,161970,1533,4795578,708363,6769944,Asia,6,652,1,10.0,0.3,849.0,2022-04-26
Lithuania,1055657,776,9078,1,1019176,1804,27403,21,397860,3421,8226057,3100266,2653339,Europe,3,292,0,292.0,0.4,10328.0,2022-04-26
Tunisia,1040193,661,28550,17,0,0,0,29,86372,2371,4572976,379714,12043196,Africa,12,422,3,55.0,1.0,-1198.35,2022-04-26
Slovenia,1006403,1567,6585,3,984509,2669,15309,29,483974,3167,2642607,1270816,2079457,Europe,2,316,1,754.0,1.0,7362.0,2022-04-26
Finland,1000472,0,3638,0,46000,0,950834,31,180059,655,10644579,1915750,5556351,Europe,6,1527,1,0.0,0.0,171126.0,2022-04-26
Nepal,978770,8,11951,0,966558,18,261,0,32530,397,5624458,186932,30088276,Asia,31,2518,5,0.3,0.0,9.0,2022-04-26
Belarus,978117,155,6931,3,928536,0,42650,0,103574,734,13110627,1388297,9443679,Europe,10,1363,1,16.0,0.3,4516.0,2022-04-26
Bolivia,904576,97,21908,0,856331,527,26337,220,75620,1831,2699040,225632,11962157,South America,13,546,4,8.0,0.0,2202.0,2022-04-26
UAE,897558,207,2302,0,880481,336,14775,0,88802,228,154911027,15326495,10107401,Asia,11,4391,0,20.0,0.0,1462.0,2022-04-26
New Zealand,896495,6456,649,5,838863,8306,56983,0,179224,130,6987514,1396916,5002100,Australia/Oceania,6,7707,1,1291.0,1.0,11392.0,2022-04-26
Uruguay,895775,0,7197,0,886654,0,1924,18,256258,2059,6091188,1742534,3495593,South America,4,486,1,0.0,0.0,550.0,2022-04-26
Ecuador,868285,0,35581,0,0,0,0,759,47893,1963,2470170,136251,18129511,South America,21,510,7,0.0,0.0,21447.0,2022-04-26
Costa Rica,852074,711,8405,1,832853,444,10816,45,164538,1623,4291131,828629,5178594,North America,6,616,1,137.0,0.2,2089.0,2022-04-26
Guatemala,843269,616,17534,9,823403,659,2332,5,45540,947,4426414,239043,18517255,North America,22,1056,4,33.0,0.5,126.0,2022-04-26
Latvia,820461,591,5740,11,804245,935,10476,9,443891,3105,7160744,3874149,1848340,Europe,2,322,0,320.0,6.0,5668.0,2022-04-26
Azerbaijan,792502,6,9707,0,782650,4,145,0,76904,942,6797352,659608,10305142,Asia,13,1062,2,0.6,0.0,14.0,2022-04-26
Panama,772830,744,8183,1,760639,173,4008,8,174135,1844,5843308,1316625,4438096,North America,6,542,1,168.0,0.2,903.0,2022-04-26
Saudi Arabia,753632,106,9082,3,741058,187,3492,45,21052,254,41849069,1169023,35798322,Asia,48,3942,1,3.0,0.08,98.0,2022-04-26
Sri Lanka,663239,44,16503,1,646110,1,626,0,30739,765,6486117,300613,21576302,Asia,33,1307,3,2.0,0.05,29.0,2022-04-26
Paraguay,649034,0,18795,0,624673,0,5566,5,89011,2578,2623300,359768,7291636,South America,11,388,3,0.0,0.0,763.0,2022-04-26
Kuwait,631409,115,2555,0,628090,191,764,8,143985,583,8007805,1826077,4385251,Asia,7,1716,1,26.0,0.0,174.0,2022-04-26
Myanmar,612785,15,19434,0,591715,49,1636,0,11127,353,7915960,143738,55072219,Asia,90,2834,7,0.3,0.0,30.0,2022-04-26
Palestine,581940,0,5353,0,576242,0,345,17,109456,1007,3078533,579033,5316680,Asia,9,993,2,0.0,0.0,65.0,2022-04-26
Dominican Republic,579114,0,4376,0,574446,0,292,14,52430,396,3265645,295655,11045461,North America,19,2524,3,0.0,0.0,26.0,2022-04-26
Estonia,570930,528,2533,0,508159,423,60238,4,429867,1907,3317097,2497523,1328155,Europe,2,524,0,398.0,0.0,45355.0,2022-04-26
Bahrain,567173,494,1475,0,562140,492,3558,3,313546,815,9706781,5366135,1808896,Asia,3,1226,0,273.0,0.0,1967.0,2022-04-26
Venezuela,522243,9,5706,0,515621,84,916,230,18461,202,3359014,118737,28289635,South America,54,4958,8,0.3,0.0,32.0,2022-04-26
Moldova,516986,0,11489,0,504142,0,1355,49,128702,2860,3216305,800686,4016938,Europe,8,350,1,0.0,0.0,337.0,2022-04-26
Egypt,515645,0,24613,0,442182,0,48850,122,4872,233,3693367,34896,105838600,Africa,205,4300,29,0.0,0.0,462.0,2022-04-26
Libya,501904,0,6430,0,490973,0,4501,101,71283,913,2477219,351830,7040960,Africa,14,1095,3,0.0,0.0,639.0,2022-04-26
Cyprus,470481,0,1011,0,124370,0,345100,60,384593,826,9477138,7747057,1223321,Asia,3,1210,0,0.0,0.0,282101.0,2022-04-26
Ethiopia,470468,26,7510,0,455039,64,7919,15,3916,63,4772777,39729,120132443,Africa,255,15996,25,0.2,0.0,66.0,2022-04-26
Mongolia,469645,50,2177,0,313256,0,154212,192,139189,645,4030048,1194390,3374147,Asia,7,1550,1,15.0,0.0,45704.0,2022-04-26
Armenia,422838,10,8622,0,410588,17,3628,0,142212,2900,3039934,1022410,2973301,Asia,7,345,1,3.0,0.0,1220.0,2022-04-26
Honduras,422275,0,10892,0,131100,0,280283,105,41438,1069,1263329,123970,10190636,North America,24,936,8,0.0,0.0,27504.0,2022-04-26
Oman,389099,25,4258,0,384192,20,649,4,72833,797,25000000,4679581,5342359,Asia,14,1255,0,5.0,0.0,121.0,2022-04-26
Bosnia and Herzegovina,376897,56,15764,2,192218,0,168915,0,116191,4860,1756028,541355,3243766,Europe,9,206,2,17.0,0.6,52074.0,2022-04-26
Réunion,374295,0,742,0,355605,0,17948,10,412712,818,1603660,1768256,906916,Africa,2,1222,1,0.0,0.0,19790.0,2022-04-26
Qatar,364371,71,677,0,362922,146,772,3,129771,241,3428837,1221181,2807805,Asia,8,4147,1,25.0,0.0,275.0,2022-04-26
Kenya,323723,5,5649,0,317923,4,151,0,5789,101,3588732,64175,55921411,Africa,173,9899,16,0.09,0.0,3.0,2022-04-26
Zambia,319431,115,3976,0,314577,53,878,0,16535,206,3419145,176989,19318374,Africa,60,4859,6,6.0,0.0,45.0,2022-04-26
North Macedonia,309229,21,9277,1,299391,89,561,0,148438,4453,2012168,965894,2083219,Europe,7,225,1,10.0,0.5,269.0,2022-04-26
Botswana,305859,0,2688,0,303026,0,145,1,125464,1103,2026898,831436,2437827,Africa,8,907,1,0.0,0.0,59.0,2022-04-26
Albania,274862,28,3496,0,271030,114,336,2,95701,1217,1801917,627389,2872091,Europe,10,822,2,10.0,0.0,117.0,2022-04-26
Algeria,265772,1,6875,0,178350,1,80547,6,5868,152,230861,5098,45288690,Africa,170,6587,196,0.02,0.0,1779.0,2022-04-26
Nigeria,255685,0,3143,0,249890,0,2652,11,1187,15,5036813,23382,215413394,Africa,842,68538,43,0.0,0.0,12.0,2022-04-26
Zimbabwe,247667,69,5469,1,241500,40,698,12,16234,358,2246350,147246,15255795,Africa,62,2790,7,5.0,0.07,46.0,2022-04-26
Uzbekistan,238510,7,1637,0,236526,11,347,23,6944,48,1377915,40114,34349976,Asia,144,20983,25,0.2,0.0,10.0,2022-04-26
Luxembourg,235864,588,1062,0,224234,22,10568,2,365982,1648,4219947,6547944,644469,Europe,3,607,0,912.0,0.0,16398.0,2022-04-26
Montenegro,234876,116,2714,1,231492,83,670,6,373881,4320,2447383,3895804,628210,Europe,3,231,0,185.0,2.0,1067.0,2022-04-26
Mozambique,225367,1,2201,0,223106,0,60,13,6862,67,1310781,39908,32844695,Africa,146,14923,25,0.03,0.0,2.0,2022-04-26
Laos,206042,543,736,2,7660,0,197646,0,27593,99,1232128,165004,7467264,Asia,36,10146,6,73.0,0.3,26468.0,2022-04-26
Kyrgyzstan,200990,0,2991,0,196393,7,1606,131,29911,445,1907195,283824,6719634,Asia,33,2247,4,0.0,0.0,239.0,2022-04-26
Iceland,185353,99,119,5,75685,0,109549,0,536843,345,1953616,5658309,345265,Europe,2,2901,0,287.0,14.0,317290.0,2022-04-26
Maldives,179171,0,298,0,163687,0,15186,25,321193,534,2213831,3968655,557829,Asia,3,1872,0,0.0,0.0,27223.0,2022-04-26
Afghanistan,178775,30,7683,0,161812,22,9280,1124,4412,190,942028,23249,40519815,Asia,227,5274,43,0.7,0.0,229.0,2022-04-26
Uganda,164069,0,3596,0,100205,0,60268,2,3392,74,2612795,54025,48362403,Africa,295,13449,19,0.0,0.0,1246.0,2022-04-26
El Salvador,162089,0,4128,0,150662,0,7299,8,24763,631,1950448,297977,6545641,North America,40,1586,3,0.0,0.0,1115.0,2022-04-26
Ghana,161157,0,1445,0,159669,0,43,1,4997,45,2434977,75502,32250430,Africa,200,22319,13,0.0,0.0,1.0,2022-04-26
Namibia,158427,48,4025,0,153662,0,740,0,60366,1534,1003093,382211,2624450,Africa,17,652,3,18.0,0.0,282.0,2022-04-26
Martinique,153253,1895,926,4,104,0,152223,8,408961,2471,828928,2212026,374737,North America,2,405,0,5057.0,11.0,406213.0,2022-04-26
Trinidad and Tobago,145597,576,3817,1,134384,306,7396,18,103428,2711,698981,496535,1407718,North America,10,369,2,409.0,0.7,5254.0,2022-04-26
Brunei ,141405,136,218,0,140249,197,938,0,317703,490,717784,1612686,445086,Asia,3,2042,1,306.0,0.0,2107.0,2022-04-26
Guadeloupe,140130,0,854,0,2250,0,137026,19,350108,2134,938039,2343644,400248,North America,3,469,0,0.0,0.0,342353.0,2022-04-26
Cambodia,136230,2,3056,0,132968,23,206,0,7948,178,2950043,172123,17139118,Asia,126,5608,6,0.1,0.0,12.0,2022-04-26
Rwanda,129773,6,1458,0,45522,0,82793,0,9588,108,5243325,387390,13534998,Africa,104,9283,3,0.4,0.0,6117.0,2022-04-26
Jamaica,129681,49,2949,1,83144,76,43588,0,43449,988,989308,331467,2984639,North America,23,1012,3,16.0,0.3,14604.0,2022-04-26
Cameroon,119780,0,1927,0,117791,0,62,13,4317,69,1751774,63138,27745267,Africa,232,14398,16,0.0,0.0,2.0,2022-04-26
Angola,99194,0,1900,0,97149,0,145,0,2857,55,1499795,43195,34721567,Africa,350,18275,23,0.0,0.0,4.0,2022-04-26
Malta,91032,259,693,1,85523,372,4816,4,205176,1562,1876155,4228641,443678,Europe,5,640,0,584.0,2.0,10855.0,2022-04-26
DRC,87023,0,1337,0,50930,0,34756,0,921,14,846704,8960,94502696,Africa,1086,70683,112,0.0,0.0,368.0,2022-04-26
Senegal,85991,2,1966,0,84007,1,18,0,4901,112,1066123,60766,17544783,Africa,204,8924,16,0.1,0.0,1.0,2022-04-26
Malawi,85752,5,2633,0,81961,23,1158,67,4282,131,572705,28596,20027175,Africa,234,7606,35,0.2,0.0,58.0,2022-04-26
Ivory Coast,81909,11,799,0,81079,6,31,0,2972,29,1497187,54317,27563915,Africa,337,34498,18,0.4,0.0,1.0,2022-04-26
French Guiana,80422,0,394,0,11254,0,68774,1,257158,1260,622646,1990976,312734,South America,4,794,1,0.0,0.0,219912.0,2022-04-26
Suriname,79336,34,1328,1,49401,5,28607,0,133075,2228,235950,395772,596177,South America,8,449,3,57.0,2.0,47984.0,2022-04-26
Channel Islands,74229,453,167,0,72942,592,1120,0,419911,945,1252808,7087100,176773,Europe,2,1059,0,2563.0,0.0,6336.0,2022-04-26
French Polynesia,72678,0,648,0,0,0,0,7,256037,2283,0,0,283857,Australia/Oceania,4,438,0,0.0,0.0,135737.0,2022-04-26
Eswatini,70354,51,1397,0,68814,1,143,11,59522,1182,1013391,857369,1181978,Africa,17,846,1,43.0,0.0,121.0,2022-04-26
Barbados,68440,506,390,0,64630,311,3420,0,237627,1354,644046,2236162,288014,North America,4,738,0,1757.0,0.0,11874.0,2022-04-26
Taiwan,68015,6332,856,0,24369,359,42790,0,2846,36,14424745,603671,23895060,Asia,351,27915,2,265.0,0.0,1791.0,2022-04-26
Fiji,64613,78,862,0,62690,0,1061,0,71141,949,506984,558204,908242,Australia/Oceania,14,1054,2,86.0,0.0,1168.0,2022-04-26
